question,answer,context
"Erasmus+ programı kapsamında yurt dışına giden bir öğrenci, kendi üniversitesine katkı payı ödemeye devam eder mi?","Evet, öğrenci kendi üniversitesine katkı payı veya öğrenim ücretini ödemeye devam eder.",Madde 6 – 6.10. Öğrenciler yurt dışında okudukları süre zarfında GTÜ’ye ödemekle yükümlü oldukları katkı payı veya öğrenim ücretini ödemeye devam ederler.
"Erasmus+ programına katılan bir öğrenci, yurt dışındaki üniversiteden aldığı notları kendi üniversitesine nasıl bildirir?","Öğrenci, gittiği üniversitenin her dönem sonunda not dökümlerini GTÜ'ye göndermek zorundadır.","Madde 6 – 6.13. Erasmus değişim programına katılan öğrenciler gittikleri üniversitenin her döneminin sonunda, aldıkları derslere ilişkin not dökümlerini GTÜ’ye göndermek zorundadır."
"Erasmus+ programı kapsamında yurt dışından alınan notlar, GTÜ not sistemine nasıl dönüştürülür?","ECTS notları, ""GTÜ - ECTS Not Dönüşümü Tablosu""ndaki değerler dikkate alınarak dönüştürülür.","Madde 6 – 6.14. ECTS – GTÜ not d önüşümleri, ilgili birim y önetim kurulu tarafından “GT Ü - ECTS Not D önüşümü Tablosu”ndaki de ğerler dikkate alına rak yapılır ."
"Erasmus+ programı kapsamında yurt dışında alınan derslerin notları, öğrencinin transkriptine nasıl yansır?","Dersler, orijinal adları ile transkripte işlenir ve dönem ortalamasına ve genel ortalamaya katılır.",Madde 6 – 6.16. Lisans öğrencilerinin yurt dışında aldığı derslerin notları GTÜ’de uygulanan not sistemine dönüştürülür ve bu dersler öğrenim belgesine (transkript) orijinal adları ile işlenerek dönem ortalamasına ve genel ortalamaya katılır.
"Erasmus+ programı kapsamında yurt dışında başarısız olunan dersler, öğrencinin transkriptine nasıl yansır?","Başarısız olunan dersler, FF olarak GTÜ Öğrenci Bilgi Sistemi'ne işlenir.",Madde 6 – 6.17. Öğrenim anlaşması gereğinc e alınıp başarısız olunan dersler FF olarak GTÜ Öğrenci Bilgi Sistemi'ne işlenir.
"Lisansüstü öğrencileri, Erasmus+ programı kapsamında yurt dışında hangi dersleri alabilirler?","Lisansüstü öğrencileri, seminer veya uzmanlık alan dersinin eşdeğerini yurt dışında alabilirler.",Madde 6 – 6.18. Lisansüstü öğrencisi Seminer veya Uzmanlık Alan Dersi nin eşdeğerini gittiği üniversitede alabilir.
"Lisansüstü öğrencileri, yurt dışında uzmanlık alan dersi alabilmek için hangi şartı sağlamalıdır?",Tez konularını GTÜ'de belirlemiş olmaları gerekir.,Madde 6 – 6.18. Öğrencilerin yurt dışında Uzmanlık Alan Dersinin onaylanmış eşdeğerini alabilmeleri için tez konularını GTÜ’de belirlemiş olmaları gerekir.
"Erasmus+ programı kapsamında yurt dışında eğitim alan bir personelin, hibe alabilmesi için ne yapması gerekir?",Faaliyet sonunda katılım sertifikası (confirmation letter) ibraz etmesi zorunludur.,Madde 6 – 6.21. Eğitim alma/ders verme hareketliliği gerçekleştiren personelin faaliyet sonunda katılım sertifikası (confirmation letter) ibraz etmesi zorunludur.
Erasmus+ programı kapsamında staj yapan lisans öğrencilerinin hareketliliği nasıl tanınır?,Fakülte Yönetim Kurulu kararı ile tanınır.,"Madde 6 – 6.22. Staj hareketliliğine katılan lisans öğrencilerinin hareketliliği, Fakülte Yönetim Kurulu kararı ile tanınır."
Erasmus+ programı kapsamında staj yapan lisansüstü öğrencilerinin hareketliliği nasıl tanınır?,Koordinatörlük tarafından Öğrenci İşleri Daire Başkanlığına gönderilecek katılım sertifikası ile tanınarak diploma ekinin açıklamalar kısmına işlenir.,"Madde 6 – 6.22. Staj hareketliliğine katılan lisansüstü öğrencilerinin hareketliliği, Koordinatörlük tarafından Öğrenci İşleri Daire Başkanlığına gönderilecek katılım sertifikası ile tanınarak diploma ekinin açıklamalar kısmına işlenir ."
"Yurt dışından alınan bir derste ""Pass"" ifadesi olması durumunda, bu not GTÜ'de nasıl değerlendirilir?","Bu ifade, AA olarak kabul edilir.","Madde 6 – 6.24. Öğrencinin yurt dışından getirdiği not dökümünde (transkript) bir ders için harf notu yerine “Pass” (Geçti) ifadesi olması durumunda, not dönüşümünde bu ifade AA olarak kabul edilir."
"Yurt dışından alınan bir derste ""Fail"" ifadesi olması durumunda, bu not GTÜ'de nasıl değerlendirilir?","Bu ifade, FF olarak kabul edilir.","Madde 6 – 6.24. Öğrencinin y urt dışından getirdiği not dökümünde (transkript) bir ders için harf notu yerine “fail” (Kaldı) ifadesi olması durumunda, not dönüşümünde bu ifade FF olarak kabul edilir."
"Bir dersin birden fazla derse karşılık geldiği durumlarda, bu ders için alınan not nasıl değerlendirilir?","GTÜ AKTS'sini aşmamak kaydıyla, ilgili tüm derslere verilir.","Madde 6 – 6.25. Onaylı öğrenim anl aşmasına göre öğrenimin gerçekleştirildiği kurumdan alınan bir dersin birden fazla derse karşılık geldiği durumlarda, bu ders için alınan not, GTÜ AKTS’sini aşmamak kaydıyla, ilgili tüm derslere verilir ."
"Birden fazla dersin bir derse karşılık geldiği durumlarda, derslerin herhangi birinden başarısız olunması halinde ne olur?",GTÜ'deki ders FF olarak GTÜ Öğrenci Bilgi Sistemi'ne işlenir.,"Madde 6 – 6.26. Birden fazla dersin bir derse karşılık geldiği durumlarda, derslerin tümü başarılmış ise, bu derslerin notlarının ağırlıklı ortalaması, bu derslerin muadili olan derse verilir. Bir derse karşılık olarak alınan derslerin herhangi birinden başarısız olunması hâlinde GTÜ’deki ders FF olarak GTÜ Öğrenci Bilgi Sistemi'ne işlenir."
"Lisansüstü öğrencileri, öğrenim hareketlilikleri boyunca karşı kurumdan aldıkları derslerden kaç tanesini GTÜ'de saydırabilirler?",En fazla 3 (üç) tanesini saydırabilirler (seminer ve uzmanlık alan dersi hariç).,"Madde 6 – 6.27. Lisansüstü öğrencilerinin öğrenim hareketlilikleri boyunca karşı kurumdan aldıkları dersler, GTÜ’de tamamlamakla yükümlü oldukları derslerden (seminer ve uzmanlık alan dersi hariç) en fazla 3 (üç) tanesine sayılır ."
Bu yönergede hüküm bulunmayan konularda hangi kaynaklara başvurulur?,"Gebze Teknik Üniversitesi Lisans/Lisansüstü Eğitim-Öğretim ve Sınav Yönetmelikleri ile Avrupa Birliği Eğitim ve Gençlik Programları Merkezi tarafından hazırlanan ""Erasmus Uygulama El Kitabı""na başvurulur.",Madde 7 - Bu Y önerge’de h üküm bulunmayan konularda Gebze Teknik Üniversitesi Lisans / Lisans üstü Eğitim – Öğretim ve Sınav Y önetmelikleri ile Avrupa Birli ği Eğitim ve Gen çlik Programları Merkezi tarafından her proje dönemi için hazırlanan “Erasmus Uygulama El Kitabı”nda ge çen hükümlere g öre işlem yapılır .
Bu yönerge hangi tarihte yürürlüğe girmiştir?,"Yönerge, Üniversite Senatosu'nda kabul edildiği tarihte yürürlüğe girer.",Madde 9 - Bu Yönerge Üniversite Senatosu’nda kabul edildiği tarihte yürürlüğe girer.
Bu yönergenin hükümlerini kim yürütür?,Bu yönerge hükümlerini GTÜ Rektörü yürütür.,MADDE 10 - Bu Yönerge hükümlerini GTÜ Rektörü yürütür.
Erasmus+ programına başvuran bir öğrencinin akademik danışmanının ve bölüm koordinatörünün onayı neden gereklidir?,"Başvurularda öğrenci için akademik danışman ile bölüm koordinatörünün bilgisi ve onayı, öğrencinin program sürecinde doğru yönlendirilmesi ve ders seçimlerinin uygunluğunun sağlanması için gereklidir.",Madde 4 – 4.3. Başvurularda öğrenci için akademik danışman ile bö lüm koordinatörü; personel bölüm başkanı/birim amirinin bilgisi ve onayı bulunması mutlaka gerekmektedir.
Erasmus+ programına başvuran bir personelin bölüm başkanı/birim amirinin onayı neden gereklidir?,Personelin program sürecinde görevlerinin aksamaması ve kurum içi koordinasyonun sağlanması için gereklidir.,Madde 4 – 4.3. Başvurularda öğrenci için akademik danışman ile bö lüm koordinatörü; personel bölüm başkanı/birim amirinin bilgisi ve onayı bulunması mutlaka gerekmektedir.
Erasmus+ programı kapsamında ders verme hareketliliğinde bir öğretim üyesinin haftalık en az kaç ders saati faaliyet gerçekleştirmesi gerekmektedir?,En az haftalık 8 (sekiz) ders saati faaliyet gerçekleştirmesi gerekmektedir.,Madde 4 – 4.7. Ders verme hareketliliğinde en az haftalık 8 (sekiz) ders saati faaliyet gerçekleştirilmiş olması gerekmektedir.
Erasmus+ programı kapsamında ders verme ve eğitim alma hareketliliğinde faaliyet süresi ne kadar olmalıdır?,Faaliyet süresi seyahat hariç en az 2 (iki) iş günü ve en fazla 2 (iki) ay olarak belirlenmiştir.,Madde 4 – 4.7. Ders verme ve eğitim alma hareketliliğind e faaliyet süresi seyahat hariç en az 2 (iki) iş günü ve en fazla 2 (iki) ay olarak belirlenmiştir.
Erasmus+ programı kapsamında personel hareketliliğinden faydalanacak akademik personelin yabancı dil sınavından alması gereken asgari puanlar nelerdir?,"Ders Verme Hareketliliği için 80 (YDS ve eşdeğeri), Eğitim Alma Hareketliliği (Dil Eğitimi) için 65 (YDS ve eşdeğeri), Eğitim Alma Hareketliliği (Sertifikalı Mesleki Eğitim) için 80 (YDS ve eşdeğeri) puan gerekmektedir.",Madde 5 – 5.7. Erasmus+ Personel Hareketliliğinden faydalanacak akademik ve idari personelin bir yabancı dil sınavından alması gerekli asgari dil puanları şöyledir : 1.Ders Verme Hareketliliği: - Öğretim Üyeleri/Elemanları: 80 (YDS ve eşdeğeri) 2.Eğitim Alma Hareketliliği: - Öğretim Üyeleri/Elemanları Dil Eğitimi için: 65 (YDS ve eşdeğeri) - Öğretim Üyeleri/Elemanları Sertifikalı Mesleki Eğitim için: 80 (YDS ve eşdeğeri)
Erasmus+ programı kapsamında personel hareketliliğinden faydalanacak idari personelin yabancı dil sınavından alması gereken asgari puan nedir?,50 (GTÜ Yabancı Diller Bölümü tarafından yapılan sınavın sonucu veya ÖSYM tarafından yapılan sınavın sonucu kullanılabilir.),Madde 5 – 5.7. Erasmus+ Personel Hareketliliğinden faydalanacak akademik ve idari personelin bir yabancı dil sınavından alması gerekli asgari dil puanları şöyledir : 2.Eğitim Alma Hareketliliği: - İdari Personel için: 50 ( GTÜ Yabancı Diller Bölümü tarafından yapılan sınavın sonucu veya ÖSYM tarafından yapılan sınavın sonucu kullanılabilir.)
"Erasmus+ programına başvuran bir öğrenci, yerleştirildiği üniversiteyi onaylamazsa ne olur?",Öğrencinin hakkından vazgeçtiği kabul edilir ve yerine ilk sırada bekleyen yedek öğrenci yerleştirilir.,Madde 5 – 5.5. Belirtilen süre içerisinde kazandığı üniversiteye gideceğini onaylamayan öğrencinin hakkından vazgeçtiği kabul edilip yerine ilk sır ada bekleyen yedek öğrenci yerleştirilir .
"Erasmus+ programı kapsamında yurt dışına giden bir öğrenci, yandal veya çift anadal eğitimlerine devam edebilir mi?","Evet, yurt dışında bulundukları dönemde farklı fakültelerden alacakları yandal ve çift anadal eğitimleri için izinli sayılırlar ve hakları saklı kalır.","Madde 6 – 6.9. Erasmus programı çerçevesinde yurtdışına gidecek öğrenciler, yurt dışında bulundukları dönemde farklı fakültelerden alacakları yandal ve çift anadal eğitimleri için i zinli sayılırlar ve hakları saklı kalır."
"Erasmus+ programı kapsamında yurt dışına giden bir öğrenci, yurtlarda barınma hakkını kaybeder mi?","Üniversite, Yüksek Öğrenim Kredi ve Yurtlar Kurumuna bağlı yurtlarda barınan öğrencilerin yurtdışında bulundukları süre zarfında barınma haklarının korunması için gerekli girişimlerde bulunur.","Madde 6 – 6.12. Üniversite, Yüksek Öğrenim Kredi ve Yurtlar Kurumuna bağlı yurtlarda barınan öğrencilerin yurtdışında bulundukları süre zarfında barınma haklarının korunması için gerekli girişimlerde bulunur."
"Lisansüstü öğrencileri, yurt dışında uzmanlık alan dersi aldıklarında, not dökümü yerine hangi belgeyi sunabilirler?","""Uzmanlık Alan Dersi Eşdeğerlik Formu (Thesis Study Equivalence Document)"" sunabilirler.","Madde 6 – 6.23. Onaylı öğrenim anlaşmasına göre uz manlık alan dersinin eş değerini, öğrenim görmek için gittiği kurumda alan lisansüstü öğrencisi; söz konusu ders için öğrenim gördüğü kurumun not dökümü (transkript) temin etmemesi durumunda, dönem sonunda, not dökümü yerine “Uzmanlık Alan Dersi Eşdeğerlik Formu (Thesis Study Equivalence Document)” sunabilir ."
"Doktora yeterlilik sınavına girip ilk hakkında başarısız olan doktora öğrencileri, hangi dönemde Erasmus değişim programından yararlanamazlar?",İkinci haklarını kullanacakları dönemde Erasmus değişim programından yararlanamazlar.,"Madde 6 – 6.20. Doktora Yeterlilik Sınavına girip, ilk hakkında başarısız olan do ktora öğrencileri ikinci haklarını kullanacakları dönemde Erasmus değişim programından yararlanamazlar."
"Erasmus+ programı kapsamında yurt dışına giden bir öğrenci, tez önerisi, tez ilerleme raporu veya tez teslim işlemlerini ne zaman yapmak zorundadır?",Erasmus Katılım Sertifikasında (confirmation letter) belirtilen eğitim bitiş tarihinden itibaren 1 ay içerisinde yapmak zorundadır.,"Madde 6 – 6.20. Tez önerisi, tez ilerleme raporu ve tez teslimi yapacak lisansüstü öğrenciler akademik takvimde belirtilen süreler dikkate alınmadan Erasmus Kat ılım Sertifikasında (confirmation letter) belirtilen eğitim bitiş tarihinden itibaren 1 ay içerisinde tez önerilerini, tez ilerleme raporlarını veya tez teslim işlemlerini yapmak zorundadır."
Gebze Teknik Üniversitesi'nde bilimsel araştırma projeleri hangi amaçla desteklenmektedir?,"Bilimsel araştırma projeleri, bilime katkı yapması, ülkenin teknolojik, ekonomik, sosyal ve kültürel kalkınmasına katkı sağlaması, bilim insanı yetiştirme ve araştırma altyapısını geliştirme amacıyla desteklenmektedir.","Madde 1. Bu Yönerge Gebze Teknik Üniversitesi (GTÜ) öğretim üyeleri ve doktora, tıpta uzmanlık ya da sanatta yeterlik eğitimini tamamlamış araştırmacılar tarafından yönetilen bilimsel araştırma proje tekliflerinin değerlendirilmesi, kabulü, desteklenmesi, ulusal veya uluslararası kuruluşlar tarafından desteklenen projelere kaynak aktarımının yapılması, bunlara ilişkin hizmetlerin yürütülmesi, izlenmesi ve sonuçlarının değerlendirilmesi ile ilgili usul ve esasları düzenlemek amacıyla hazırlanmıştır ."
Bu yönerge hangi yasal düzenlemelere dayanmaktadır?,"Bu yönerge, 2547 sayılı Yükseköğretim Kanunu, Sanayinin Geliştirilmesi ve Üretimin Desteklenmesi Amacıyla Bazı Kanun ve Kanun Hükmünde Kararnamelerde Değişiklik Yapılmasına Dair Kanun, Yükseköğretim Kurumları Bilimsel Araştırma Projeleri Hakkındaki Yönetmelik ve Yükseköğretim Kurumları Bütçelerinde Bilimsel Araştırma Projeleri İçin Tefrik Edilen Ödeneklerin Özel Hesaba Aktarılarak Kullanımı, Muhasebeleştirilmesi ile Özel Hesabın İşleyişine İlişkin Esas ve Usuller hükümlerine dayanmaktadır.","Madde 2. Bu yönerge; a. 2547 sayılı Yükseköğretim Kanunu’nun 4684 Sayılı Kanun ile değişik 58. maddesi , b. 1 Temmuz 2017 tarihli ve 30111 Sayılı “Sanayinin Geliştirilmesi ve Üretimin Desteklenmesi Amacıyla Bazı Kanun ve Kanun Hükmünde Kararnamelerde Değişiklik Yapılmasına Dair Kanun” ile 2547 Sayılı Yükseköğretim Kanunu’nda tanımlanan Ek 34. Madde c. 26 Kasım 2016 tarihli ve 29900 Sayılı “Yükseköğretim Kurumları Bilimsel Araştırma Projeleri Hakkındaki Yönetmelik”, d. “Yükseköğretim Kurumları Bütçelerinde Bilimsel Araştırma Projeleri İçin Tefrik Edilen Ödeneklerin Özel Hesaba Aktarılarak Kullanımı, Muhasebeleştirilmesi ile Özel Hesabın İşleyişine İlişkin Esas ve Usuller” hükümlerine dayanılarak düzenlenmiştir."
Gebze Teknik Üniversitesi'nde Teknoloji Transfer Ofisi'nin (TTO) rolü nedir?,"TTO, araştırma faaliyetlerinin sonuçlarının ticarileşmesine yönelik süreçlerde GTÜ öğretim üyeleri ve elemanları ile BAP Koordinatörlüğü ile iş birliği içinde çalışır. Fikri mülkiyet hakları (patent, tasarım vb.) konularında destek sağlar.","Madde 3. d) Teknoloji Transfer Ofisi (GTÜ TTO) : Fikrî mülkiyet kapsamında patent, tasarım gibi araştırma faaliyetlerinin sonuçlarının ticarileşmesine yönelik süreçlerde GTÜ öğretim üyeleri ve elemanları yanısıra BAP Koordinatörlüğünün irtibat ve iş birliği içinde bulunduğu birimdir."
GTÜ Fikri Sınai Mülkiyet Hakları Kurulu'nun (FSMHK) temel amacı nedir?,"FSMHK, GTÜ araştırmacılarının yürüttükleri araştırma faaliyetlerinin çıktılarının fikri ve sınai haklarını korumak ve bu çıktıların ticarileşmesine destek olmak amacıyla faaliyet gösterir.","Madde 3. e) GTÜ Fikrî Sınai Mülkiyet Hakları Kurulu (FSMHK): İlgili mevzuat çerçevesinde, GTÜ araştırmacılarının yürüttükleri araştırma faaliyetlerinin çıktılarının fikr î, sınai haklarını korumak amacıyla faaliyet gösteren ve bu çıktıların ticarileşmesi yönünde GTÜ BAP ve GTÜ TTO ile işbirliği içinde bulunan GTÜ kuruludur."
Bilimsel Araştırma Projesi tanımı neleri kapsar?,"Bilimsel araştırma projesi, bilime katkı yapması, ülkenin kalkınmasına katkı sağlaması beklenen, GTÜ içi veya dışı, ulusal/uluslararası katılımlı projeler ile bilim insanı yetiştirme ve araştırma altyapısını geliştirme projeleridir.","Madde 3. f) Bilimsel Araştırma Projesi: Sonuç ve çıktıları ile alanında bilime katkı yapması, ülkenin teknolojik, ekonomik, sosyal ve kültürel kalkınmasına katkı sağlaması beklenen bilimsel içerikli, GTÜ içi (GTÜ BAP projeleri) veya dışı, ulusal ve/veya uluslararası kurum ya da kuruluşların katılımlarıyla yapılabilecek projeler ile bilim insanı yetiştirme ve araştırma alt yapısını geliştirme projeleridir."
Araştırma Üniversiteleri Destek Programı (ADEP) nedir?,"ADEP, Yükseköğretim Kurulu (YÖK) tarafından belirlenen usul ve esaslar çerçevesinde araştırma üniversitelerine sağlanan mali destek programıdır.",Madde 3. g) Araştırma Üniversiteleri Destek Programı (ADEP): Yükseköğretim Kurulu (YÖK) Başkanlığı tarafından belirlenecek usul ve esaslar çerçevesinde araştırma üniversitelerine sağlanan mali destek programını ifade eder.
Bilimsel Araştırma Projeleri (BAP) Komisyonu'nun temel görevleri nelerdir?,"BAP Komisyonu, bilimsel araştırma projelerinin değerlendirilmesi, kabulü, desteklenmesi, teşvik ve koordine edilmesi, GTÜ araştırma performansının artırılması, araştırma politikalarının belirlenmesi ve üst yöneticinin bilimsel araştırmalarla ilgili verdiği görevleri yürütmekle sorumludur.","Madde 3. ğ) Bilimsel Araştırma Projeleri (BAP) Komisyonu: Bilimsel araştırma projelerinin değerlendirilmesi, kabulü, desteklenmesi, teşvik ve koordine edilmesi, GTÜ araştırma performansının artırılması için tedbirler alınması ile araştırma performansının ölçülmesi, değerlendirilmesi ve araştırma politikalarının belirlenmesiyle ilgili faaliyetlerin yürütülmesi ve üst yöneticinin bilimsel araştırmalarla ilgili olarak vereceği diğer görevleri yürütmek amacıyla oluşturulan komisyonu ifade eder ."
BAP Komisyonu Başkanı kim tarafından görevlendirilir ve sorumlulukları nelerdir?,"BAP Komisyonu Başkanı, üst yönetici (Rektör) tarafından öğretim üyeleri arasından görevlendirilir ve komisyon faaliyetlerinin yürütülmesinden üst yöneticiye karşı sorumludur.","Madde 3. h) BAP Komisyonu Başkanı: GTÜ adına komisyona başkanlık etmekten ve komisyon faaliyetlerinin yürütülmesinden sorumlu, üst yönetici tarafından öğretim üyeleri arasından görevlendirilen ve üst yöneticiye karşı sorumlu kişidir ."
BAP Koordinatörlüğü'nün temel işlevleri nelerdir?,"BAP Koordinatörlüğü, BAP Komisyonunun sekreterya hizmetlerini yürütür, bütçe ödeneklerini özel hesaba aktarır, ulusal/uluslararası projelerin süreçlerini yönetir, GTÜ araştırma performansını ölçer ve araştırma politikalarını belirler.","Madde 3. i) BAP Koordinatörlüğü: İlgili kanun ve yönetmelikler uyarınca, bu Yönerge’nin 1’inci maddesinde belirtilen hizmetlerin yerine getirilebilmesi amacıyla BAP Komisyonunun sekreterya hizmetlerinin yürütülmesi, bütçe ödeneklerinin özel hesaba aktarılması, özel hesaba ilişkin iş ve işlemlerin yürütülmesi; GTÜ araştırmacılarının görev aldığı ulusal ve uluslararası organizasyonlarca desteklenen projelerin ilgili mevzuatla belirlenen süreçlerinin yürütülmesi, izlenmesi, teşvik ve koordine edilmesi; GTÜ araştırma performansının ölçülmesi, değerlendirilmesi ve araştırma politikalarının belirlenmesiyle ilgili faaliyetlerin yürütülmesi ve üst yöneticinin araştırma projeleri ile ilgili olarak vereceği diğer görevlerin yerine getirilmesi için Rektörlüğe bağlı olarak kurulan birimdir ."
BAP Koordinatörü kim tarafından görevlendirilir ve sorumlulukları nelerdir?,"BAP Koordinatörü, üst yönetici (Rektör) tarafından, bilimsel araştırma projelerine ait faaliyetleri yürütebilecek bilgi ve niteliklere sahip personel arasından görevlendirilir ve üst yöneticiye karşı sorumludur.","Madde 3. j) BAP Koordinatörü: BAP Koordinatörlüğüne ait faaliyetlerin GTÜ adına yürütülmesinden sorumlu, üst yönetici tarafından memuriyet veya çalışma unvanına bağlı kalmaksızın, bilimsel araştırma projelerine ait faaliyetleri bu Yönerge’de belirtilen usule uygun şekilde yapabilecek bilgi ve niteliklere sahip personel arasından görevlendirilen ve üst yöneticiye karşı sorumlu kişidir."
Öncelikli Araştırma Alanları nasıl belirlenir?,"Öncelikli araştırma alanları, YÖK ve ilgili bakanlıklar tarafından bildirilen ve/veya BAP Komisyonunun önerileri dikkate alınarak Senato tarafından belirlenir.",Madde 3. k) Öncelikli Araştırma Alanları: Ulusal bilim ve teknoloji politikaları kapsamında YÖK ve ilgili bakanlıklar tarafından kurumumuza bildirilen ve/veya BAP Komisyonunun önerileri de dikkate alınarak Senato tarafından belirlenecek öncelikli araştırma alanlarıdır .
Proje Yürütücüsü kim olabilir?,"Proje yürütücüsü, GTÜ akademik birimlerinde görevli en az doktora derecesine sahip öğretim elemanları ile Misafir ve Doktora Sonrası Araştırmacı Yönergesi kapsamında GTÜ bünyesinde araştırma faaliyeti yürüten doktora, tıpta uzmanlık ya da sanatta yeterlik eğitimini tamamlamış araştırmacılardır.","Madde 3. l) Proje Yürütücüsü: Projeyi teklif eden, hazırlanmasından ve y ürütülmesinden sorumlu olan GTÜ Akademik Birimlerinde görevli en az doktora derecesine sahip öğretim elemanları ile YÖ-0069 “Misafir ve Doktora Sonrası Araştırmacı Yönergesi” kapsamında GTÜ bünyesinde araştırma faaliyeti yürüten doktora, tıpta uzmanlık ya da sanatta yeterlik eğitimini tamamlamış araştırmacılardır."
Araştırmacı tanımı neleri kapsar?,"Araştırmacı, proje yürütücüsü tarafından proje ekibinde görevlendirilen öğretim elemanları, lisansüstü öğrenciler ve uzmanlığı nedeniyle projede yer alan kişilerdir.","Madde 3. m) Araştırmacı: Bilimsel araştırma projesinin yürütülebilmesi için proje yürütücüsü tarafından proje ekibinde görevlendirilen öğretim elemanları, proje konusu ile ilgili lisansüstü öğrenim görmekte olan öğrenciler ve eğitimlerini tamamlamış olup uzmanlığı nedeniyle projede yer alan kişilerdir."
Misafir Araştırmacı kimdir?,"Misafir araştırmacı, yurt içi veya yurt dışındaki üniversitelerde öğretim üyesi olarak çalışan veya emekli olan, doktora sonrası araştırmacılardan, bir GTÜ öğretim üyesi tarafından davet edilmiş seçkin bilim insanlarıdır.",Madde 3. n) Misafir Araştırmacı: Yurt içindeki veya yurt dışındaki üniversitelerde öğretim üyesi olarak çalışan veya emekli olan ve doktora sonrası araştırmacılardan YÖ -0069 Misafir ve Doktora Sonrası Araştırmacı Yönergesi ya da 2547 sayılı Yükseköğretim Kanunun Ek Madde 46 kapsamında her türlü akademik çalışma ve Ar -Ge faaliyetlerinin gerçekleştirmesine destek vermek amacıyla bir GTÜ öğretim üyesi tarafından davet edilmiş Türk/yabancı seçkin bilim insanlarıdır.
Doktora Sonrası Araştırmacı kimdir?,"Doktora sonrası araştırmacı, GTÜ'de yürütülen projelere katkıda bulunmak ve Misafir ve Doktora Sonrası Araştırmacı Yönergesi kapsamında araştırma yapmak üzere GTÜ'de bulunan, doktora derecesine sahip (doktora eğitimini son 5 yılda tamamlamış) araştırmacılardır.",Madde 3. o) Doktora Sonrası Araştırmacı: GTÜ’de yürütülen projelere katkıda bulunmak ve YÖ -0069 Misafir ve Doktora Sonrası Araştırmacı Yönergesi kapsamında araştırma yapmak üzere GTÜ’de bulunan yurt içi veya yurt dışı doktora dereceli (doktora eğitimini son 5 yılda tamamlamış olan) araştırmacılardır.
Bursiyer tanımı nedir?,"Bursiyer, GTÜ'de yürütülen ulusal veya uluslararası bilimsel araştırma projelerinde, proje kapsamında burslu olarak görevlendirilen tezli yüksek lisans veya doktora programlarındaki öğrencilerdir.","Madde 3. ö) Bursiyer : GTÜ’de yürütülen ulusal veya uluslararası bilimsel araştırma projelerinde, proje kapsamında burslu görevlendirilecek tezli yüksek lisans veya doktora programlarındaki öğrencidir ."
Proje Değerlendirmesi Yapacak Uzman (Hakem) kimdir?,"Proje değerlendirmesi yapacak uzman (hakem), GTÜ içinden veya dışından, bilimsel araştırma projesi alanında uzman ve en az doktora derecesine sahip kişidir.","Madde 3. r) Proje Değerlendirmesi Yapacak Uzman (Hakem): GTÜ içinden veya dışından, bilimsel araştırma projesi alanında uzman ve en az doktora derecesine sahip hakemi ifade eder ."
Proje Protokolü nedir?,"Proje protokolü, desteklenmesine karar verilen GTÜ kaynaklı projeler için Rektör veya BAP Komisyonu Başkanı ile proje ekibi arasında imzalanan, projelerin yürütülmesi, sonuçlandırılması ve proje sonuçlarının yayımlanması gibi hususlarda uyulacak ilke, usul ve sorumlulukların belirtildiği sözleşmedir. GTÜ dışı projelerde ise ilgili kurum veya kuruluş ile proje yürütücüsü ve Rektör arasında imzalanan sözleşmedir.","Madde 3. s) Proje Protokolü: Desteklenmesine karar verilen GTÜ kaynaklı projeler için Rektör veya yazılı olarak yetki devri yapılmak suretiyle BAP Komisyonu Başkanı ile proje ekibi tarafından imzalanan, projelerin yürütülmesi, sonuçlandırılması ve proje sonuçlarının yayımlanması gibi hususlarda uyulacak ilke, usul ve sorumlulukların belirtildiği sözleşme protokolü; GTÜ dışı ulusal veya uluslararası kurum veya"
Özel Hesap nedir?,"Özel hesap, GTÜ'nün bütçesinde bilimsel ve teknolojik araştırma hizmetleri için ayrılan ödeneklerin aktarıldığı banka hesabıdır.","Madde 3. ş) Özel Hesap: GTÜ’nün bütçesinde bilimsel ve teknolojik araştırma hizmetleri için öz gelir ve hazine yardımı karşılığı olarak tefrik edilen bilimsel araştırma projelerine ilişkin ödeneklerin, ilgisine göre cari veya sermaye ekonomik kodlarından tahakkuka bağlanmak suretiyle aktarıldığı, 7/3/2019 tarihli ve 810 sayılı Cumhurbaşkanı Kararı ile yürürlüğe konulan Kamu Haznedarlığı Yönetmeliği hükümleri çerçevesinde muhasebe birimi adına açtırılan banka hesabıdır ."
Kaynak Aktarımı nedir?,"Kaynak aktarımı, ulusal veya uluslararası kurum ve kuruluşlar tarafından desteklenen bilimsel araştırma projelerinde kullanılmak üzere, proje bedelinin yüzde otuzunu (%30) aşmaması kaydıyla BAP Komisyonu tarafından önerilen ve Rektör tarafından onaylanan nakdi katkıdır.","Madde 3. t) Kaynak Aktarımı: Ulusal veya uluslararası kurum ve kuruluşlar tarafından desteklenen bilimsel araştırma projelerinde kullanılmak üzere, proje bedelinin yüzde otuzunu (%30) aşmaması kaydıyla BAP Komisyonu tarafından önerilen ve Rektör tarafından onaylanan nakdi katkıdır ."
